id,ra,dec,f606w
0000512,265.177514,-53.679805,15.4897 
0000537,265.176449,-53.679244,16.3768 
0000538,265.176243,-53.679227,16.7952 
0000541,265.180364,-53.679146,16.2903 
0000545,265.174344,-53.679111,16.4113 
0000547,265.172904,-53.67907,16.6581 
0000553,265.177704,-53.678934,16.777 
0000556,265.174971,-53.678707,15.893 
0000558,265.182619,-53.678672,14.1072 
0000563,265.180533,-53.678623,16.5392 
0000565,265.182468,-53.678591,16.0556 
0000568,265.177548,-53.678549,13.5615 
0000569,265.173786,-53.678535,15.1997 
0000570,265.175906,-53.678425,16.0538 
0000572,265.171457,-53.678417,16.0887 
0000579,265.176392,-53.678242,15.5459 
0000585,265.170093,-53.678169,16.1946 
0000587,265.174568,-53.678132,16.4496 
0000588,265.175532,-53.678126,16.3727 
0000594,265.183897,-53.678007,15.3434 
0000596,265.169611,-53.677944,15.9618 
0000597,265.175789,-53.67794,15.586 
0000601,265.173413,-53.677797,14.7863 
0000603,265.166275,-53.677743,12.7732 
0000608,265.170951,-53.677605,16.7005 
0000611,265.175094,-53.677569,16.1797 
0000613,265.179498,-53.677437,15.2965 
0000614,265.173681,-53.677396,15.7605 
0000616,265.171551,-53.677352,16.7 
0000617,265.181497,-53.677121,16.3176 
0000626,265.172371,-53.677035,16.6773 
0000627,265.17511,-53.67702,16.4022 
0000628,265.16989,-53.677023,16.7586 
0000629,265.175945,-53.677003,16.5958 
0000631,265.186052,-53.676949,16.579 
0000634,265.17403,-53.676914,16.3407 
0000635,265.170724,-53.676867,15.8615 
0000636,265.171578,-53.676822,16.3925 
0000639,265.181579,-53.676791,14.5135 
0000640,265.17889,-53.676765,16.5482 
0000642,265.168891,-53.676758,16.1661 
0000643,265.185323,-53.676713,16.7469 
0000645,265.181126,-53.67668,12.4816 
0000646,265.16714,-53.676669,16.6244 
0000648,265.170825,-53.676606,16.3657 
0000653,265.17802,-53.676507,14.3627 
0000654,265.175011,-53.676473,16.2526 
0000656,265.175142,-53.67641,16.4946 
0000657,265.175781,-53.676398,16.1553 
0000658,265.175012,-53.676393,16.5566 
0000662,265.168414,-53.676345,16.4496 
0000664,265.180814,-53.676274,13.7637 
0000669,265.180565,-53.676207,16.7235 
0000670,265.172083,-53.676207,15.873 
0000671,265.167623,-53.676174,16.1422 
0000676,265.169582,-53.676088,16.6781 
0000677,265.177453,-53.67608,16.5445 
0000679,265.170493,-53.676049,16.0946 
0000680,265.17375,-53.675993,15.711 
0000682,265.166552,-53.675921,16.6076 
0000683,265.168906,-53.675895,16.2962 
0000685,265.180766,-53.675886,16.8064 
0000688,265.176787,-53.67585,16.3883 
0000694,265.164465,-53.675752,16.7363 
0000696,265.187292,-53.675698,16.6618 
0000698,265.167861,-53.675668,13.8001 
0000699,265.184439,-53.675658,15.1762 
0000700,265.177389,-53.675664,14.4922 
0000705,265.176432,-53.675498,14.4567 
0000708,265.167333,-53.675471,15.1061 
0000709,265.181939,-53.675432,16.7 
0000710,265.172802,-53.675432,16.0356 
0000711,265.176839,-53.675424,16.5061 
0000712,265.174562,-53.675332,15.4587 
0000713,265.167983,-53.67532,16.7676 
0000714,265.174192,-53.675316,17.1495 
0000718,265.185186,-53.675256,14.2939 
0000720,265.171181,-53.675245,16.4887 
0000726,265.177714,-53.675144,16.1924 
0000727,265.172363,-53.675152,16.7138 
0000728,265.173014,-53.675118,16.2373 
0000729,265.17444,-53.675056,16.4239 
0000730,265.176807,-53.675044,15.159 
0000731,265.17876,-53.674997,16.6292 
0000732,265.163414,-53.675012,-99.9999 
0000733,265.169919,-53.674965,12.1923 
0000735,265.176536,-53.674921,16.4644 
0000736,265.169414,-53.674893,16.752 
0000738,265.173126,-53.674854,16.7844 
0000739,265.176619,-53.67483,16.4055 
0000740,265.175204,-53.674828,16.7837 
0000741,265.174031,-53.674812,16.5597 
0000744,265.177377,-53.674767,16.2341 
0000746,265.17569,-53.674703,16.3307 
0000747,265.172951,-53.674703,16.16 
0000749,265.175834,-53.67468,14.5142 
0000751,265.169779,-53.674632,14.192 
0000752,265.176643,-53.674616,16.144 
0000753,265.174944,-53.674617,15.8666 
0000756,265.179291,-53.674567,16.2281 
0000757,265.172606,-53.674546,15.2033 
0000758,265.170361,-53.674545,16.6667 
0000759,265.176188,-53.674536,16.7776 
0000760,265.173373,-53.674517,16.742 
0000762,265.17636,-53.674506,16.3184 
0000764,265.176916,-53.67449,16.1755 
0000765,265.163269,-53.67447,14.6733 
0000767,265.18182,-53.674438,15.6536 
0000768,265.177578,-53.67442,16.2573 
0000769,265.18265,-53.674416,16.6186 
0000775,265.180735,-53.674339,15.6767 
0000776,265.175793,-53.674335,16.0403 
0000777,265.175595,-53.674334,16.6193 
0000780,265.182206,-53.674321,16.4537 
0000781,265.177598,-53.674305,15.9794 
0000782,265.172702,-53.674297,16.592 
0000783,265.178209,-53.674282,16.7528 
0000785,265.180226,-53.674243,16.4475 
0000786,265.178526,-53.674214,16.6242 
0000787,265.173649,-53.674209,12.8672 
0000788,265.180759,-53.674196,16.5982 
0000789,265.18369,-53.674182,15.8561 
0000790,265.171208,-53.674181,16.4476 
0000792,265.185586,-53.674127,16.6131 
0000793,265.175249,-53.674128,14.2757 
0000794,265.173083,-53.674103,14.3763 
0000795,265.168121,-53.674104,14.829 
0000803,265.169237,-53.674024,16.4278 
0000804,265.163517,-53.674028,16.1977 
0000805,265.181292,-53.673998,13.6092 
0000806,265.173862,-53.67398,16.5906 
0000808,265.179106,-53.673966,15.404 
0000809,265.176596,-53.673925,16.779 
0000810,265.187211,-53.673918,16.1255 
0000811,265.178752,-53.673895,15.946 
0000812,265.176453,-53.673867,15.8292 
0000813,265.173721,-53.673811,16.3032 
0000816,265.17264,-53.673782,16.2568 
0000817,265.17504,-53.673761,14.4846 
0000818,265.185804,-53.673732,15.8642 
0000820,265.171429,-53.673703,16.046 
0000823,265.164707,-53.673652,15.2179 
0000824,265.166539,-53.673592,13.3107 
0000826,265.171824,-53.673581,13.6996 
0000831,265.184794,-53.673502,16.5776 
0000833,265.177114,-53.67347,16.4759 
0000836,265.165226,-53.673403,16.5861 
0000840,265.187807,-53.673315,16.6542 
0000841,265.174101,-53.673326,13.2572 
0000842,265.173297,-53.673298,15.659 
0000843,265.172611,-53.673271,15.8184 
0000845,265.176956,-53.673224,16.3241 
0000846,265.164549,-53.67321,15.9927 
0000848,265.175897,-53.673174,16.6096 
0000849,265.162905,-53.673173,16.4409 
0000852,265.174675,-53.673128,14.4915 
0000855,265.168008,-53.6731,16.7073 
0000859,265.17065,-53.672979,16.8 
0000860,265.176314,-53.672896,16.6293 
0000861,265.167582,-53.672902,16.654 
0000862,265.163991,-53.672893,15.8686 
0000867,265.177008,-53.672732,15.6666 
0000869,265.171625,-53.672694,15.0448 
0000872,265.178613,-53.672648,16.207 
0000875,265.173272,-53.672464,13.7372 
0000876,265.16378,-53.67243,16.5629 
0000877,265.163231,-53.672389,16.6053 
0000879,265.178801,-53.672284,16.3932 
0000881,265.175781,-53.672276,15.1733 
0000882,265.170591,-53.672259,16.4419 
0000884,265.175547,-53.67225,16.6644 
0000886,265.176009,-53.672249,14.9117 
0000887,265.171566,-53.672231,14.2995 
0000888,265.176146,-53.672218,16.3893 
0000889,265.174929,-53.672215,16.6331 
0000890,265.184348,-53.672195,16.7038 
0000891,265.18097,-53.672149,-99.9999 
0000893,265.164485,-53.672114,15.5407 
0000894,265.175783,-53.672108,21.4223 
0000895,265.184713,-53.672033,16.7917 
0000898,265.179603,-53.67195,16.1199 
0000899,265.16686,-53.671907,16.1903 
0000902,265.165555,-53.671832,13.557 
0000903,265.164703,-53.671811,16.54 
0000905,265.179777,-53.671756,15.5592 
0000911,265.169158,-53.671467,15.7099 
0000912,265.163405,-53.671413,16.49 
0000914,265.164571,-53.6714,16.7935 
0000915,265.168165,-53.671359,16.3798 
0000921,265.183378,-53.671261,14.9304 
0000923,265.180397,-53.671236,16.4524 
0000924,265.186033,-53.671226,16.5608 
0000926,265.173486,-53.671173,15.8893 
0000927,265.177086,-53.671168,16.4285 
0000928,265.176276,-53.671154,15.754 
0000933,265.182055,-53.671019,16.7336 
0000934,265.1633,-53.671023,15.4462 
0000938,265.178472,-53.670949,16.1514 
0000939,265.166494,-53.670938,13.2678 
0000940,265.177631,-53.670785,16.2635 
0000941,265.16961,-53.67077,16.7546 
0000945,265.175652,-53.670627,16.4977 
0000948,265.163502,-53.670606,15.693 
0000950,265.173303,-53.670577,28.115 
0000954,265.16947,-53.670507,13.3448 
0000957,265.177634,-53.670497,15.8935 
0000958,265.162836,-53.670482,16.6108 
0000961,265.171703,-53.670448,13.4389 
0000962,265.170593,-53.670424,16.7785 
0000965,265.181525,-53.670375,15.7808 
0000966,265.17711,-53.670377,16.4772 
0000967,265.171592,-53.67037,-99.9999 
0000973,265.162537,-53.670148,12.9531 
0000974,265.17392,-53.67012,16.4697 
0000976,265.162678,-53.670059,16.8423 
0000979,265.17927,-53.670051,15.1819 
0000982,265.179436,-53.670007,15.7989 
0000985,265.175344,-53.669959,16.3686 
0000987,265.162838,-53.669936,15.0988 
0000989,265.176927,-53.669934,13.5322 
0000993,265.186125,-53.66985,16.2455 
0000994,265.18217,-53.669839,14.8711 
0000995,265.183021,-53.669777,-99.9999 
0001002,265.181199,-53.6696,16.1268 
0001004,265.184687,-53.669563,16.0442 
0001007,265.169469,-53.669521,16.5057 
0001016,265.183426,-53.669342,14.0273 
0001017,265.175629,-53.669338,15.2419 
0001019,265.179835,-53.669306,14.2623 
0001021,265.168253,-53.669224,16.4637 
0001023,265.170091,-53.669093,16.0151 
0001026,265.177677,-53.669025,16.6288 
0001028,265.187686,-53.668947,13.6749 
0001029,265.175963,-53.668869,16.762 
0001031,265.171345,-53.668798,16.3792 
0001032,265.170501,-53.66876,-99.9999 
0001038,265.183405,-53.668609,13.1899 
0001040,265.179292,-53.668581,16.2505 
0001045,265.180252,-53.668315,15.9469 
0001047,265.179743,-53.668289,15.7783 
0001052,265.180256,-53.668165,13.0702 
0001055,265.169017,-53.668015,15.9771 
0001056,265.164457,-53.667994,-99.9999 
0001059,265.167015,-53.667968,15.8431 
0001061,265.178717,-53.667909,16.6927 
0001064,265.1834,-53.667884,16.3888 
0001068,265.171358,-53.667701,16.635 
0001069,265.184102,-53.667689,16.0498 
0001078,265.165827,-53.66747,16.4174 
0001081,265.181515,-53.667328,16.6346 
0001084,265.183516,-53.667175,16.2344 
0001085,265.181727,-53.667174,16.64 
0001091,265.16667,-53.666947,16.6065 
0001094,265.180561,-53.666908,16.762 
0001096,265.169528,-53.666883,13.6162 
0001099,265.173226,-53.666822,15.6238 
0001100,265.180583,-53.666771,15.8449 
0001108,265.18112,-53.666528,16.4731 
0001110,265.181013,-53.666421,15.8983 
0001119,265.184397,-53.66607,16.5717 
0001123,265.177167,-53.665876,16.654 
0001126,265.176632,-53.665803,16.595 
0001129,265.17363,-53.665774,13.6579 
0001134,265.179985,-53.665629,16.5692 
0001141,265.179701,-53.66546,16.1837 
0001146,265.174502,-53.665325,16.1688 
0001160,265.171217,-53.664898,16.2701 
0001162,265.173494,-53.664835,15.4798 
0001166,265.175928,-53.66468,12.7302 
0001168,265.173972,-53.664644,16.7138 
0001181,265.175969,-53.664384,15.9707 
0006944,265.18102,-53.679178,18.911 
0006946,265.180504,-53.679423,17.5428 
0006949,265.179903,-53.679148,18.3445 
0006950,265.17983,-53.679185,17.6291 
0006951,265.179593,-53.679102,17.7257 
0006952,265.179453,-53.679569,17.3306 
0006953,265.178887,-53.679249,19.2865 
0006955,265.181008,-53.679122,21.1126 
0006958,265.18058,-53.679147,20.0162 
0006959,265.18027,-53.679268,20.662 
0006960,265.180031,-53.679145,19.3805 
0007060,265.173928,-53.679271,17.0775 
0007061,265.173663,-53.679119,16.9689 
0007063,265.173419,-53.679124,17.2872 
0007064,265.173183,-53.679811,18.0835 
0007067,265.172853,-53.679354,18.0569 
0007068,265.172553,-53.679302,18.5281 
0007071,265.17423,-53.67915,19.9732 
0007072,265.174099,-53.679507,22.2738 
0007073,265.172493,-53.679325,20.3659 
0007085,265.178513,-53.679213,18.5169 
0007086,265.178036,-53.679813,18.7641 
0007087,265.177736,-53.67979,17.1301 
0007089,265.176816,-53.67947,16.8934 
0007090,265.176804,-53.679706,17.8474 
0007091,265.176682,-53.679375,16.9775 
0007094,265.178025,-53.679179,20.4623 
0007096,265.177624,-53.679158,21.4574 
0007098,265.177055,-53.679619,20.8439 
0007099,265.17737,-53.67957,23.9607 
0007100,265.171686,-53.679514,17.2296 
0007102,265.170237,-53.679181,17.7239 
0007103,265.170104,-53.679228,17.2948 
0007106,265.171472,-53.67953,21.6015 
0007107,265.17122,-53.67941,21.1698 
0007110,265.17514,-53.67958,18.4315 
0007111,265.174927,-53.679599,18.5796 
0007112,265.175995,-53.679932,23.1884 
0007113,265.175771,-53.679684,21.2639 
0007114,265.175545,-53.679288,20.5207 
0007117,265.174841,-53.679313,21.6545 
0007470,265.180736,-53.678169,18.5232 
0007471,265.180722,-53.67791,18.0673 
0007472,265.179998,-53.679015,17.4788 
0007473,265.179849,-53.678541,17.1431 
0007474,265.179276,-53.677781,17.9609 
0007475,265.18041,-53.678345,20.6366 
0007476,265.179737,-53.678277,19.004 
0007477,265.179429,-53.678704,21.688 
0007478,265.17928,-53.677886,21.245 
0007482,265.179763,-53.678305,20.1715 
0007489,265.174056,-53.678679,17.0738 
0007490,265.173716,-53.678287,18.787 
0007491,265.173663,-53.67904,18.9887 
0007492,265.173495,-53.678697,17.0405 
0007493,265.173161,-53.678922,26.1591 
0007494,265.173017,-53.678201,18.4552 
0007495,265.172945,-53.678941,17.5789 
0007496,265.172945,-53.677875,19.0106 
0007497,265.174183,-53.677874,22.7833 
0007498,265.174091,-53.678843,20.1649 
0007499,265.174053,-53.678015,20.2241 
0007501,265.173841,-53.678119,19.9925 
0007502,265.173826,-53.679042,23.5772 
0007503,265.173098,-53.678059,20.6717 
0007504,265.172499,-53.678169,21.1218 
0007505,265.172484,-53.67811,19.9948 
0007508,265.172548,-53.678199,22.4199 
0007520,265.178779,-53.678405,17.8908 
0007521,265.178386,-53.677852,18.2688 
0007522,265.178214,-53.678685,18.5057 
0007523,265.178116,-53.678828,17.7329 
0007524,265.177757,-53.678543,17.5635 
0007525,265.177703,-53.678238,18.7076 
0007526,265.177192,-53.678938,18.216 
0007527,265.176804,-53.678371,19.1688 
0007528,265.176661,-53.67797,17.8056 
0007529,265.178765,-53.678301,19.6735 
0007532,265.178202,-53.678979,21.3865 
0007534,265.177719,-53.678373,19.2624 
0007535,265.177353,-53.678437,20.9914 
0007537,265.176933,-53.677789,19.9569 
0007538,265.176736,-53.67852,20.2734 
0007539,265.176626,-53.678911,22.7438 
0007549,265.169716,-53.678338,17.3295 
0007550,265.169321,-53.678516,17.0359 
0007551,265.169149,-53.678894,17.1781 
0007552,265.16859,-53.677913,17.2927 
0007553,265.168324,-53.67789,18.2006 
0007554,265.167976,-53.678604,18.1615 
0007555,265.167894,-53.678105,17.7041 
0007556,265.169361,-53.678859,19.4165 
0007557,265.1693,-53.677862,22.1827 
0007558,265.169153,-53.678491,21.6958 
0007560,265.168446,-53.678429,20.4883 
0007561,265.168191,-53.678454,20.1731 
0007562,265.168096,-53.678021,19.7202 
0007563,265.167868,-53.677816,20.9412 
0007575,265.172125,-53.678297,18.6382 
0007576,265.171741,-53.678264,18.6979 
0007577,265.171135,-53.678625,17.174 
0007578,265.170983,-53.678835,18.956 
0007579,265.170742,-53.678697,18.2489 
0007580,265.17061,-53.678513,18.2872 
0007581,265.170593,-53.678016,18.2133 
0007582,265.170278,-53.678455,17.0946 
0007583,265.169948,-53.67855,17.0358 
0007585,265.171715,-53.678708,20.4096 
0007586,265.171718,-53.67788,21.0468 
0007587,265.171164,-53.677796,20.2015 
0007588,265.171101,-53.678246,19.0552 
0007589,265.171082,-53.677845,21.8491 
0007591,265.170247,-53.678285,20.6678 
0007592,265.170084,-53.679059,21.0982 
0007613,265.183834,-53.677846,19.6499 
0007614,265.183721,-53.678081,24.4492 
0007619,265.183812,-53.678288,19.473 
0007662,265.183233,-53.678523,16.9634 
0007663,265.183033,-53.678606,19.1557 
0007664,265.182671,-53.678368,17.8779 
0007665,265.182129,-53.678144,19.7677 
0007666,265.182012,-53.678732,17.3037 
0007667,265.181635,-53.67864,18.6271 
0007669,265.182603,-53.6779,20.2615 
0007671,265.181426,-53.678945,21.8142 
0007672,265.181376,-53.67777,20.9464 
0007675,265.181951,-53.678033,24.5985 
0007676,265.181686,-53.679014,23.8658 
0007744,265.166472,-53.6779,17.6095 
0007748,265.167419,-53.677948,22.2759 
0007756,265.17595,-53.678655,18.1957 
0007757,265.175852,-53.678889,17.0994 
0007758,265.17573,-53.67807,18.1573 
0007759,265.17541,-53.678179,18.3415 
0007760,265.175324,-53.678204,18.5792 
0007761,265.174861,-53.678637,17.6981 
0007765,265.176226,-53.67908,21.8526 
0007767,265.175899,-53.678711,22.219 
0007768,265.175856,-53.678931,19.953 
0007769,265.17584,-53.678779,21.0029 
0007770,265.175815,-53.678116,22.5291 
0007771,265.175422,-53.678026,20.3679 
0007772,265.17536,-53.678326,23.6847 
0007773,265.175031,-53.678215,20.294 
0007774,265.174645,-53.678521,19.7312 
0007775,265.175798,-53.678767,22.8267 
0007776,265.175321,-53.678577,28.5765 
0007777,265.174566,-53.678488,22.4543 
0007952,265.185888,-53.677033,17.5754 
0007953,265.18626,-53.676754,20.3017 
0007958,265.185693,-53.676882,21.5013 
0008022,265.185443,-53.676481,16.8052 
0008023,265.185275,-53.676625,18.5468 
0008024,265.185183,-53.676922,17.2765 
0008026,265.184177,-53.676728,17.8106 
0008027,265.184943,-53.676456,21.0696 
0008028,265.184815,-53.677206,21.9148 
0008029,265.184386,-53.676698,20.2542 
0008030,265.183972,-53.67704,21.6926 
0008031,265.183502,-53.677272,21.9627 
0008032,265.183394,-53.677417,19.2241 
0008060,265.180542,-53.677222,17.9299 
0008061,265.18043,-53.677484,17.4453 
0008062,265.180209,-53.676626,17.9524 
0008063,265.180069,-53.676467,18.5301 
0008064,265.179744,-53.676512,16.9429 
0008065,265.179658,-53.676913,19.0519 
0008066,265.179623,-53.677427,16.6656 
0008067,265.179348,-53.677124,18.313 
0008068,265.179184,-53.677123,18.3269 
0008069,265.178931,-53.676797,17.4578 
0008070,265.179853,-53.677592,20.3898 
0008071,265.179824,-53.676963,20.8398 
0008072,265.1796,-53.676868,20.1277 
0008074,265.179434,-53.676905,19.9151 
0008075,265.179223,-53.676751,20.5693 
0008079,265.183025,-53.676544,17.0365 
0008080,265.18281,-53.677309,18.1727 
0008081,265.182399,-53.677318,17.552 
0008082,265.182303,-53.676778,16.8465 
0008083,265.181937,-53.677058,18.2035 
0008084,265.181766,-53.677657,18.6047 
0008085,265.181282,-53.676976,18.685 
0008086,265.181094,-53.677739,18.9454 
0008087,265.181052,-53.677042,18.1579 
0008088,265.18297,-53.676703,20.1282 
0008091,265.182766,-53.676808,22.4295 
0008092,265.182747,-53.677438,18.5122 
0008093,265.182729,-53.676921,20.6584 
0008094,265.18271,-53.677739,20.5718 
0008095,265.182579,-53.676836,19.484 
0008096,265.182153,-53.676734,23.8834 
0008097,265.182059,-53.677672,19.9147 
0008098,265.181562,-53.677429,20.4309 
0008099,265.181506,-53.677354,21.325 
0008100,265.181436,-53.677532,21.6342 
0008101,265.181428,-53.676688,20.1127 
0008102,265.182678,-53.677421,18.9964 
0008125,265.174353,-53.677267,19.0808 
0008126,265.174303,-53.676469,17.7992 
0008128,265.173391,-53.677218,18.346 
0008129,265.173352,-53.677736,17.6417 
0008130,265.173154,-53.677374,17.0586 
0008131,265.173125,-53.676587,17.6894 
0008132,265.172891,-53.677439,18.3905 
0008133,265.172778,-53.677682,17.6084 
0008134,265.172335,-53.67689,19.2819 
0008135,265.172162,-53.677628,17.0775 
0008136,265.174159,-53.677668,21.9066 
0008137,265.174149,-53.676456,21.2969 
0008138,265.174005,-53.677047,22.1501 
0008140,265.173717,-53.677015,20.1496 
0008142,265.173601,-53.677157,21.4203 
0008143,265.173519,-53.677609,20.3065 
0008144,265.173459,-53.677472,17.1198 
0008145,265.173214,-53.677234,21.1587 
0008147,265.172984,-53.677336,23.0853 
0008148,265.172925,-53.676972,21.952 
0008149,265.172821,-53.677253,19.1963 
0008152,265.17351,-53.677443,17.4964 
0008153,265.178481,-53.67665,16.8132 
0008154,265.178099,-53.676794,18.4543 
0008155,265.177737,-53.677127,17.6843 
0008156,265.177623,-53.677489,17.3485 
0008157,265.177348,-53.677331,18.4052 
0008158,265.177132,-53.676462,17.0689 
0008159,265.176855,-53.676759,17.6544 
0008160,265.176757,-53.677644,18.2269 
0008161,265.176666,-53.677335,18.1285 
0008162,265.176621,-53.677552,18.2202 
0008164,265.178507,-53.677393,22.6955 
0008165,265.178329,-53.677737,19.9708 
0008166,265.178126,-53.677187,19.9977 
0008168,265.177702,-53.677007,20.6545 
0008169,265.177617,-53.677118,22.8986 
0008170,265.177332,-53.677263,21.0874 
0008187,265.176527,-53.677268,17.12 
0008188,265.1765,-53.677509,17.8451 
0008189,265.175919,-53.677768,18.7996 
0008190,265.175913,-53.676963,17.754 
0008191,265.176565,-53.677526,21.7372 
0008193,265.176446,-53.677573,19.7137 
0008195,265.176215,-53.676582,19.8948 
0008196,265.176114,-53.677707,21.7637 
0008197,265.175952,-53.676811,17.8243 
0008198,265.175888,-53.676878,19.0928 
0008199,265.175881,-53.676811,17.6972 
0008201,265.175225,-53.677138,22.1991 
0008202,265.175094,-53.67717,20.293 
0008203,265.175015,-53.677234,19.2005 
0008205,265.174968,-53.677709,20.2503 
0008206,265.174861,-53.6777,19.1531 
0008222,265.167366,-53.677422,19.1543 
0008223,265.167158,-53.677641,19.3573 
0008224,265.166573,-53.677727,17.9444 
0008225,265.167385,-53.677617,22.209 
0008226,265.167308,-53.677031,21.3867 
0008227,265.167302,-53.676508,22.2631 
0008228,265.167065,-53.676547,17.4867 
0008230,265.166844,-53.677169,17.5446 
0008231,265.166842,-53.677082,21.5478 
0008232,265.166677,-53.676484,18.4672 
0008233,265.166543,-53.677178,20.5337 
0008234,265.16627,-53.67684,21.4027 
0008235,265.166061,-53.676995,21.3214 
0008236,265.165989,-53.676946,21.3646 
0008237,265.165774,-53.677112,18.5863 
0008238,265.165716,-53.67656,19.7826 
0008239,265.167044,-53.676481,23.1407 
0008244,265.165393,-53.676947,20.4497 
0008259,265.169399,-53.676764,16.8959 
0008260,265.169225,-53.677511,17.1677 
0008262,265.168777,-53.677172,17.4757 
0008263,265.168351,-53.677212,18.7631 
0008264,265.169776,-53.676612,19.9208 
0008265,265.169642,-53.676632,19.3685 
0008267,265.16927,-53.676803,22.554 
0008270,265.168148,-53.676985,18.5476 
0008271,265.168005,-53.677255,19.4652 
0008272,265.167835,-53.676535,19.4414 
0008273,265.16777,-53.677061,18.1881 
0008274,265.169561,-53.676665,21.6317 
0008275,265.169534,-53.676628,22.3347 
0008276,265.168085,-53.676989,18.5167 
0008299,265.171972,-53.676952,19.3133 
0008300,265.171827,-53.677206,18.0489 
0008301,265.171797,-53.67756,18.4916 
0008302,265.17164,-53.677754,18.513 
0008303,265.171091,-53.677131,17.3817 
0008304,265.170963,-53.676965,18.0489 
0008305,265.170384,-53.677628,17.1496 
0008306,265.17036,-53.676737,16.8321 
0008307,265.16996,-53.676978,16.8798 
0008310,265.171053,-53.677294,20.4792 
0008311,265.17104,-53.676834,20.1764 
0008312,265.170932,-53.677351,20.0667 
0008313,265.170805,-53.676727,19.6485 
0008314,265.170651,-53.676623,21.1924 
0008315,265.170357,-53.67727,20.9481 
0008316,265.169957,-53.677156,20.8728 
0008451,265.186997,-53.67593,19.7824 
0008452,265.186113,-53.675721,17.7576 
0008453,265.18575,-53.675375,18.0036 
0008454,265.185505,-53.675616,17.5718 
0008457,265.186507,-53.675933,21.2654 
0008458,265.185954,-53.676076,22.8862 
0008459,265.185921,-53.675394,22.9921 
0008461,265.186153,-53.676084,24.2275 
0008628,265.183114,-53.676404,18.3484 
0008629,265.183044,-53.676194,19.2094 
0008630,265.182966,-53.67556,17.7611 
0008631,265.182895,-53.676422,24.9952 
0008632,265.182836,-53.675215,18.772 
0008633,265.182546,-53.675426,18.7606 
0008634,265.18143,-53.675974,17.8666 
0008635,265.181398,-53.675313,17.4252 
0008636,265.181076,-53.675607,26.3052 
0008638,265.18302,-53.675217,19.5198 
0008639,265.182968,-53.67597,20.6658 
0008640,265.182515,-53.676072,21.4655 
0008641,265.182447,-53.675592,23.0168 
0008642,265.182348,-53.67643,19.9012 
0008643,265.182158,-53.675936,22.2169 
0008644,265.182056,-53.676059,20.5987 
0008645,265.181898,-53.675242,20.0292 
0008646,265.181744,-53.675673,21.6656 
0008647,265.181545,-53.675817,19.4777 
0008648,265.181462,-53.675587,20.284 
0008649,265.181454,-53.675262,19.3996 
0008650,265.181286,-53.675563,19.7645 
0008651,265.181159,-53.675745,19.4793 
0008653,265.181087,-53.67531,19.2078 
0008671,265.169643,-53.675378,17.9962 
0008672,265.16924,-53.675253,17.3039 
0008673,265.168922,-53.675231,16.803 
0008674,265.168711,-53.675574,17.6245 
0008675,265.168141,-53.67542,19.3991 
0008677,265.168769,-53.675836,18.2335 
0008678,265.168096,-53.675484,20.8492 
0008679,265.167926,-53.676431,20.296 
0008682,265.180847,-53.675736,18.2119 
0008683,265.180543,-53.675559,19.5668 
0008684,265.180207,-53.675824,18.394 
0008685,265.180178,-53.67627,16.9261 
0008686,265.180012,-53.676219,17.1704 
0008687,265.180022,-53.676131,18.0591 
0008688,265.179785,-53.67515,17.9269 
0008689,265.179494,-53.676302,19.3889 
0008690,265.179395,-53.676435,18.4874 
0008691,265.17932,-53.675486,17.8793 
0008692,265.179241,-53.676264,19.0097 
0008693,265.179214,-53.675618,17.5678 
0008694,265.178865,-53.676146,17.4918 
0008695,265.180263,-53.676317,19.543 
0008697,265.179741,-53.675314,23.742 
